batch_id,machine_id,shift,operator_experience_years,melt_temperature_c,mold_temperature_c,injection_pressure_bar,injection_speed_mm_s,screw_speed_rpm,back_pressure_bar,hold_pressure_bar,hold_time_s,cooling_time_s,cycle_time_s,material_moisture_pct,ambient_humidity_pct,part_weight_g,defect,defect_type
B102251,M4,Day,3.7,226.42,49.16,115.22,43.08,111.7,16.85,69.24,4.58,14.08,26.26,0.048,32.48,50.261,0,none
B102252,M2,Day,9.9,228.19,55.51,116.54,69.67,152.3,20.48,88.11,2.63,4.59,12.2,0.0096,25.0,50.86,0,none
B102253,M3,Night,5.1,237.57,59.02,100.25,58.91,89.2,15.38,74.43,9.27,19.31,34.15,0.009,41.25,50.146,1,short_shot
B102254,M5,Night,9.2,240.2,49.5,124.74,52.51,89.6,13.19,79.07,8.47,12.6,26.73,0.0334,63.73,50.531,1,burn_mark
B102255,M3,Night,2.6,220.85,54.04,108.56,76.08,134.8,17.42,74.49,7.66,13.62,28.54,0.0648,65.22,49.775,0,none
B102256,M5,Evening,1.6,229.96,49.16,111.44,38.08,109.6,8.53,76.49,4.45,21.74,31.81,0.0196,34.05,50.061,0,none
B102257,M4,Evening,10.0,237.43,58.99,109.43,24.5,132.1,7.16,77.35,4.75,9.36,19.31,0.0912,34.82,50.208,0,none
B102258,M1,Evening,8.0,226.0,41.79,111.19,63.37,144.7,17.91,85.6,6.1,8.1,20.1,0.0726,57.61,50.173,1,warpage
B102259,M2,Day,10.7,239.34,60.72,107.42,57.93,131.5,14.84,87.16,4.16,4.61,14.88,0.041,45.59,50.361,0,none
B102260,M3,Evening,4.9,231.93,58.11,123.71,39.71,104.2,17.86,64.59,4.02,22.35,33.56,0.0103,63.66,50.337,0,none
B102261,M5,Evening,3.8,227.77,52.97,117.67,34.34,152.1,10.59,74.27,7.69,21.19,34.5,0.0174,57.45,50.105,0,none
B102262,M2,Day,12.4,235.53,59.5,120.72,88.96,138.6,19.14,85.25,5.42,14.53,25.26,0.0086,59.16,49.876,0,none
B102263,M1,Night,0.9,238.92,51.35,155.31,66.95,120.7,16.68,68.42,3.82,9.62,18.53,0.0794,41.78,50.595,1,short_shot
B102264,M3,Day,12.0,226.51,48.3,117.67,60.29,119.5,13.88,54.29,6.93,20.17,32.76,0.2349,54.44,49.542,0,none
B102265,M1,Day,12.3,232.57,60.44,129.07,92.93,129.3,14.83,59.1,4.64,29.77,42.98,0.0277,70.16,49.771,0,none
B102266,M4,Day,10.4,239.68,60.87,130.78,75.33,112.2,15.39,59.93,2.53,14.82,23.73,0.005,51.42,50.329,0,none
B102267,M3,Night,4.2,227.38,49.93,119.06,86.54,79.2,10.57,64.5,3.8,9.99,20.38,0.0945,49.55,48.971,0,none
B102268,M4,Night,3.7,218.42,49.07,124.11,42.3,138.8,12.46,61.05,4.73,22.21,32.93,0.005,45.64,49.909,0,none
B102269,M5,Evening,6.2,219.63,53.17,120.31,41.74,137.3,15.32,82.35,5.83,10.34,22.3,0.0346,33.98,50.138,0,none
B102270,M3,Night,1.8,230.82,49.48,123.04,69.26,62.5,12.3,66.68,5.76,14.17,26.71,0.005,39.01,49.849,0,none
B102271,M3,Night,3.2,221.82,70.25,111.2,66.22,132.8,8.12,85.13,7.34,4.0,17.9,0.1415,41.08,50.215,1,burn_mark
B102272,M4,Night,9.6,231.52,58.16,112.59,78.74,163.9,15.18,56.44,5.14,14.48,25.98,0.0232,33.56,49.715,0,none
B102273,M4,Night,9.6,251.65,55.15,120.25,35.54,91.8,17.34,65.76,4.8,9.61,20.43,0.0327,34.57,50.773,0,none
B102274,M5,Day,2.8,221.21,45.67,90.42,70.55,118.2,18.27,71.25,7.37,22.29,35.31,0.1116,25.52,48.858,1,burn_mark
B102275,M1,Night,9.7,232.17,62.39,142.44,74.84,115.5,16.13,79.73,6.97,11.12,24.51,0.054,42.17,50.611,0,none
B102276,M3,Evening,8.8,256.32,48.88,152.41,74.04,161.5,17.27,83.72,5.18,19.9,31.16,0.005,56.75,51.848,0,none
B102277,M1,Evening,13.0,239.08,48.47,122.56,53.9,148.0,17.95,63.54,5.94,15.48,29.55,0.005,46.83,50.668,0,none
B102278,M5,Day,9.3,231.32,62.73,129.98,67.78,98.0,14.32,81.92,4.79,16.63,28.46,0.005,46.88,50.965,0,none
B102279,M3,Evening,11.2,233.43,58.87,136.22,48.37,128.6,5.52,49.82,3.76,18.61,27.69,0.051,57.67,50.347,0,none
B102280,M2,Night,8.9,239.29,29.97,100.13,55.61,177.6,18.64,80.46,8.8,15.73,29.36,0.0138,66.89,49.735,1,short_shot
B102281,M1,Day,10.9,251.96,53.42,133.92,44.36,104.4,10.43,53.91,4.69,12.76,23.05,0.0838,72.73,50.749,0,none
B102282,M2,Night,1.9,229.69,56.26,113.6,48.62,119.7,9.48,75.36,5.94,11.94,22.8,0.0663,51.45,50.214,0,none
B102283,M4,Day,6.5,227.42,51.6,154.36,56.39,132.8,9.59,83.55,3.23,18.54,27.31,0.2071,47.18,51.084,1,burn_mark
B102284,M1,Day,6.8,221.21,56.6,117.18,52.64,104.7,23.94,80.65,6.6,6.49,18.13,0.0576,45.87,49.928,1,burn_mark
B102285,M1,Day,6.0,236.03,36.9,133.62,48.62,164.1,15.76,50.33,3.69,24.39,33.76,0.1213,55.91,51.211,1,burn_mark
B102286,M5,Night,8.8,220.94,26.69,117.32,40.51,108.2,9.83,64.63,8.02,16.66,30.36,0.1744,48.44,49.656,0,none
B102287,M4,Evening,9.5,230.36,45.25,152.95,89.42,85.3,11.27,78.6,8.2,14.31,28.66,0.0529,48.47,51.095,0,none
B102288,M1,Day,8.6,225.91,57.82,112.31,52.49,106.9,14.0,78.26,6.35,17.33,29.47,0.1171,49.14,49.693,0,none
B102289,M2,Evening,6.3,245.74,25.0,137.48,64.95,136.3,16.17,73.31,5.67,13.03,23.8,0.1184,40.58,50.659,1,burn_mark
B102290,M5,Day,4.1,229.92,46.56,129.4,33.62,100.0,15.12,43.58,5.22,15.11,27.54,0.0127,26.68,49.619,0,none
B102291,M4,Evening,11.4,238.97,35.77,126.06,80.36,127.6,10.29,84.38,5.43,10.34,22.17,0.0765,43.31,50.004,1,warpage
B102292,M3,Night,8.4,218.96,52.57,123.44,62.51,134.1,15.27,86.52,6.11,17.88,29.44,0.0193,64.57,50.384,0,none
B102293,M2,Evening,2.9,236.32,74.58,109.99,53.34,89.8,11.56,71.96,5.63,15.61,26.36,0.1031,64.1,50.0,0,none
B102294,M2,Night,6.2,222.97,52.83,81.21,53.47,105.9,18.19,72.74,6.97,16.94,28.44,0.0114,59.4,49.42,0,none
B102295,M1,Evening,0.0,230.74,53.92,136.12,73.04,128.7,14.23,76.04,4.12,23.42,32.0,0.0068,45.06,50.419,1,short_shot
B102296,M4,Night,7.1,257.11,63.39,112.67,15.7,137.6,10.96,87.53,7.79,11.98,26.82,0.051,42.09,50.96,0,none
B102297,M1,Day,6.2,244.32,55.21,137.54,47.64,106.5,16.76,73.01,4.87,15.36,27.16,0.1339,66.25,50.835,0,none
B102298,M1,Day,4.7,233.72,52.85,125.28,58.21,123.8,15.53,67.71,4.38,7.74,17.54,0.005,39.17,49.771,0,none
B102299,M4,Day,13.3,265.0,64.27,138.0,58.04,112.9,12.1,74.58,6.04,18.75,32.16,0.0419,50.39,51.308,1,burn_mark
B102300,M5,Evening,2.4,225.85,59.72,132.03,97.58,138.2,16.92,69.87,6.14,15.91,28.67,0.1337,66.89,49.786,1,burn_mark
B102301,M4,Evening,9.8,246.65,57.89,83.03,54.94,133.0,16.52,70.0,2.89,16.09,25.18,0.0248,51.24,48.614,0,none
B102302,M2,Evening,15.7,219.67,53.61,129.22,74.85,110.7,18.81,48.81,4.78,15.21,26.85,0.0313,47.07,49.862,0,none
B102303,M2,Day,11.3,232.56,51.54,114.84,87.17,132.0,16.84,76.27,2.24,13.11,21.97,0.0633,61.6,49.461,0,none
B102304,M2,Day,6.9,221.52,64.17,137.48,70.06,109.7,13.14,84.06,4.49,28.48,39.12,0.0093,50.72,50.618,1,burn_mark
B102305,M2,Evening,2.5,237.57,51.64,128.87,49.89,131.4,7.24,82.24,4.55,16.19,26.5,0.0252,51.96,50.779,0,none
B102306,M3,Night,1.6,235.56,67.31,129.04,40.73,131.8,14.75,81.41,5.95,17.48,29.32,0.0145,65.15,50.774,0,none
B102307,M2,Day,5.4,231.92,44.53,115.92,71.18,179.3,15.37,69.36,4.32,10.3,19.01,0.1338,25.0,49.355,1,burn_mark
B102308,M3,Day,4.3,245.92,69.34,106.31,84.68,111.6,14.2,71.75,4.67,20.43,30.3,0.0504,53.59,50.03,1,burn_mark
B102309,M5,Day,4.1,229.33,59.72,113.51,68.19,116.5,3.0,84.3,7.46,15.38,30.64,0.1496,42.34,49.669,0,none
B102310,M5,Evening,5.7,238.27,45.31,93.0,78.5,103.8,16.72,80.41,8.6,18.23,32.0,0.0837,47.93,48.403,0,none
B102311,M1,Day,6.6,243.21,60.09,111.14,98.88,94.2,10.35,87.84,4.12,20.51,28.78,0.19,51.13,50.122,1,burn_mark
B102312,M2,Day,8.9,220.17,48.5,98.04,72.56,108.6,16.74,61.93,7.03,15.48,29.41,0.0734,43.25,49.117,0,none
B102313,M1,Evening,2.0,227.52,55.33,98.43,43.49,136.6,20.8,61.85,6.08,12.62,24.95,0.0854,52.29,48.825,1,short_shot
B102314,M2,Day,4.3,235.54,50.13,121.75,60.77,138.4,12.99,66.01,2.89,4.36,13.56,0.0652,53.85,49.971,0,none
B102315,M2,Day,6.4,241.3,53.67,128.01,80.55,127.4,15.75,58.68,4.31,14.06,24.22,0.0289,52.03,50.281,0,none
B102316,M1,Day,6.2,249.21,64.41,119.52,56.27,112.6,14.13,54.14,1.5,12.59,21.0,0.0239,51.11,50.413,1,burn_mark
B102317,M4,Night,14.3,232.84,60.19,112.52,82.59,107.7,16.1,75.62,5.99,10.28,23.8,0.0697,48.82,49.844,1,warpage
B102318,M2,Evening,7.9,231.84,43.75,105.79,59.0,97.1,14.41,74.81,3.88,23.27,32.63,0.0148,49.02,49.922,1,short_shot
B102319,M5,Day,0.5,226.27,44.32,115.24,65.02,106.1,11.93,72.95,5.7,20.91,33.25,0.005,50.79,49.986,0,none
B102320,M1,Day,8.7,238.3,57.71,107.67,54.74,87.6,10.38,74.24,9.36,6.85,23.33,0.005,40.58,49.769,0,none
B102321,M1,Evening,9.2,232.03,58.43,119.06,62.39,153.9,20.36,52.44,7.89,16.77,30.08,0.0103,62.7,49.171,0,none
B102322,M2,Night,6.5,232.26,48.26,97.18,63.19,165.9,15.75,64.24,4.35,11.91,23.77,0.005,49.09,49.036,0,none
B102323,M1,Day,2.1,234.06,70.91,130.52,35.87,71.6,17.32,66.48,3.99,17.83,28.94,0.0218,45.97,50.866,0,none
B102324,M2,Day,14.0,240.52,63.13,111.49,53.38,127.2,15.6,70.58,7.44,12.0,24.2,0.081,53.96,50.296,0,none
B102325,M5,Day,2.7,229.36,48.74,125.64,41.5,126.8,17.9,52.48,3.99,13.31,24.89,0.1434,48.85,49.991,0,none
B102326,M1,Evening,9.6,227.28,47.78,133.31,53.89,125.2,10.42,58.87,6.99,20.82,32.61,0.005,62.43,50.005,0,none
B102327,M1,Night,7.8,239.32,52.72,124.92,48.07,105.2,14.33,64.76,9.6,20.1,35.01,0.0397,58.95,50.834,0,none
B102328,M3,Evening,9.4,204.74,51.68,131.99,75.18,145.6,16.02,82.7,6.51,23.55,36.74,0.0101,50.93,50.051,1,burn_mark
B102329,M2,Day,13.8,228.96,67.56,89.0,75.35,130.3,19.17,73.14,7.28,14.91,29.23,0.0142,59.39,49.112,0,none
B102330,M3,Night,9.2,223.49,64.85,112.61,68.4,145.9,24.69,82.26,7.1,8.72,21.92,0.1473,52.35,49.344,1,burn_mark
B102331,M2,Evening,4.8,247.03,55.35,136.55,40.99,101.6,15.63,68.53,4.66,20.61,30.64,0.0184,38.46,50.818,0,none
B102332,M4,Day,11.4,230.59,61.78,127.64,58.53,85.4,11.36,70.01,5.94,20.64,32.31,0.0059,58.9,50.558,0,none
B102333,M1,Day,4.5,229.39,63.23,147.73,39.79,130.9,9.22,75.99,4.07,19.14,28.83,0.0174,31.0,50.59,0,none
B102334,M2,Day,7.7,234.51,55.58,145.57,57.79,95.9,10.38,67.87,7.43,12.28,26.56,0.0725,25.0,50.726,0,none
B102335,M3,Night,1.8,229.05,59.03,124.49,69.71,146.4,10.9,62.5,3.87,10.65,20.11,0.1066,56.98,49.942,0,none
B102336,M5,Evening,2.9,230.97,60.94,116.22,74.88,66.8,3.0,52.12,6.55,18.68,30.58,0.0141,54.44,49.82,0,none
B102337,M2,Evening,7.2,235.97,59.88,105.62,67.09,108.3,11.3,62.82,7.2,11.57,23.29,0.1327,53.77,49.71,0,none
B102338,M3,Night,8.5,230.78,47.21,112.86,78.88,104.6,16.87,80.03,4.76,14.46,24.63,0.0512,63.9,50.327,0,none
B102339,M1,Day,0.2,230.71,48.22,113.88,63.9,111.7,14.3,85.13,4.42,30.53,40.83,0.0301,49.75,50.307,1,burn_mark
B102340,M1,Day,9.0,224.9,52.11,111.1,56.5,126.5,12.97,60.72,5.25,26.64,36.76,0.0357,46.22,49.742,0,none
B102341,M1,Day,3.7,223.46,47.93,106.22,73.1,129.9,7.51,49.2,4.16,19.96,28.38,0.082,57.97,48.532,1,burn_mark
B102342,M4,Night,12.1,235.61,40.27,126.02,73.6,136.0,18.2,81.12,5.73,12.69,25.4,0.0098,42.86,49.932,1,short_shot
B102343,M2,Evening,5.6,238.07,61.76,145.45,52.14,138.9,16.05,70.83,4.12,12.39,21.51,0.0068,47.62,51.493,0,none
B102344,M4,Day,2.5,220.72,58.46,134.0,65.68,115.7,13.95,53.84,4.23,19.58,28.5,0.005,52.53,49.667,0,none
B102345,M1,Day,7.3,242.6,41.61,115.16,55.59,172.7,5.19,35.0,6.32,23.48,37.37,0.0229,53.33,49.123,0,none
B102346,M5,Evening,3.3,242.64,52.59,135.21,29.87,154.7,12.04,58.44,6.43,13.44,26.72,0.0318,46.67,49.833,0,none
B102347,M4,Evening,12.1,244.75,53.16,125.2,66.6,112.2,15.73,64.44,5.06,13.72,25.8,0.005,45.1,50.496,1,burn_mark
B102348,M1,Evening,7.0,238.0,56.82,119.39,40.58,116.6,13.89,56.18,3.03,16.44,25.97,0.0297,38.8,49.553,0,none
B102349,M1,Day,6.4,241.37,44.18,118.45,64.92,111.7,14.77,78.3,7.26,9.06,23.62,0.0694,42.13,49.879,1,warpage
B102350,M1,Night,9.4,256.85,41.46,117.0,36.97,129.1,16.74,60.25,4.83,9.21,20.92,0.1617,68.19,50.656,1,burn_mark
B102351,M5,Night,3.0,231.98,60.2,129.77,49.2,95.7,14.62,70.15,8.59,10.12,24.37,0.0062,47.34,49.586,0,none
B102352,M1,Evening,1.8,224.54,39.66,122.1,53.5,100.3,16.6,98.48,5.3,18.73,28.97,0.0371,51.89,51.016,1,burn_mark
B102353,M3,Evening,8.6,219.66,52.67,109.07,78.03,65.8,10.63,71.41,5.7,17.36,27.78,0.032,35.09,49.0,0,none
B102354,M2,Night,2.6,252.56,51.74,108.35,52.0,110.0,9.11,68.61,4.85,21.68,32.4,0.0747,75.0,49.915,1,burn_mark
B102355,M4,Night,2.6,252.69,53.77,124.59,43.88,146.6,15.91,68.88,5.87,7.31,18.08,0.0071,41.39,50.27,1,burn_mark
B102356,M2,Evening,10.3,225.75,57.53,126.43,65.47,116.2,16.73,78.03,10.71,8.42,24.33,0.0203,38.25,49.695,0,none
B102357,M3,Evening,9.1,227.73,70.99,115.3,56.75,117.6,16.08,76.54,4.98,18.28,29.1,0.0937,49.39,49.648,0,none
B102358,M5,Day,2.0,231.76,39.01,103.02,71.86,127.0,14.53,57.96,7.41,11.64,26.45,0.0356,41.08,48.793,0,none
B102359,M1,Night,4.5,247.24,63.77,138.76,44.82,94.9,12.7,65.07,5.64,12.0,22.13,0.0148,53.65,50.369,0,none
B102360,M4,Evening,3.4,222.13,29.88,135.58,63.16,120.6,14.84,61.99,7.26,21.06,34.35,0.0253,34.88,50.622,1,burn_mark
B102361,M1,Day,14.1,215.33,68.94,90.19,97.04,142.3,15.52,66.61,2.6,13.24,20.59,0.0852,61.37,48.033,1,burn_mark
B102362,M2,Day,10.6,256.68,34.57,140.09,56.41,127.7,15.76,91.92,8.42,13.82,27.68,0.0652,59.4,50.742,0,none
B102363,M5,Night,5.3,238.12,79.36,116.87,62.8,144.5,24.43,77.41,6.01,14.75,27.69,0.077,48.81,49.35,0,none
B102364,M3,Night,9.3,239.54,51.1,122.85,35.08,151.6,10.32,69.04,5.1,15.05,25.3,0.0802,33.44,50.536,0,none
B102365,M3,Night,1.6,232.95,67.9,137.07,47.21,136.6,26.9,84.93,6.85,19.42,32.02,0.2393,41.88,50.301,1,burn_mark
B102366,M2,Evening,4.3,239.66,65.84,144.79,66.9,102.2,8.97,72.26,5.72,9.95,21.81,0.0299,50.63,50.727,1,short_shot
B102367,M2,Night,7.4,219.86,50.64,135.04,55.05,111.4,15.54,50.34,3.78,15.06,25.54,0.0387,37.89,50.57,1,burn_mark
B102368,M2,Night,8.8,226.59,51.4,123.62,69.22,168.3,9.22,89.97,1.87,21.81,29.13,0.0433,39.52,50.353,1,burn_mark
B102369,M3,Day,6.6,236.05,46.63,99.37,66.37,127.9,15.22,68.12,8.24,26.66,42.16,0.0166,60.49,49.409,0,none
B102370,M2,Day,8.0,212.29,62.87,89.61,40.23,124.5,17.93,42.93,5.17,9.22,19.94,0.0719,51.55,48.218,1,burn_mark
B102371,M2,Night,7.3,231.97,50.77,133.17,75.23,98.5,14.13,50.8,4.58,17.66,28.72,0.0348,51.23,49.809,0,none
B102372,M2,Day,6.3,231.36,46.81,140.13,41.36,117.7,17.89,83.53,4.7,15.05,25.56,0.0649,55.27,50.931,0,none
B102373,M2,Evening,5.8,231.97,60.37,107.78,48.53,137.9,12.31,51.0,7.7,15.51,29.94,0.0449,48.36,49.431,0,none
B102374,M2,Evening,5.3,229.49,46.03,115.95,63.44,120.4,5.8,86.19,4.76,12.05,24.84,0.0362,49.4,50.665,0,none
B102375,M1,Evening,7.9,225.04,51.71,111.64,83.51,107.0,16.51,70.97,6.47,19.78,31.97,0.0599,54.56,49.235,0,none
B102376,M5,Day,8.6,216.78,56.07,111.24,44.94,112.8,14.12,78.57,5.0,19.52,30.5,0.2216,58.09,49.51,1,burn_mark
B102377,M3,Evening,7.8,236.45,48.58,136.12,62.22,149.8,12.08,66.92,3.62,28.61,37.8,0.0368,54.98,50.395,0,none
B102378,M1,Day,2.3,232.0,50.08,123.28,62.34,136.7,12.36,76.28,6.85,9.39,21.66,0.0316,64.6,50.492,1,warpage
B102379,M3,Night,3.0,221.25,70.35,116.56,69.86,133.4,15.63,73.8,7.15,7.26,19.72,0.0201,50.25,49.55,0,none
B102380,M4,Day,8.6,235.63,52.96,159.86,77.76,131.0,10.74,69.54,4.48,26.27,36.74,0.0474,36.53,51.112,0,none
B102381,M1,Evening,12.9,232.05,51.4,98.48,53.94,90.4,15.5,57.21,5.44,15.74,26.41,0.0117,60.88,49.294,0,none
B102382,M1,Night,7.6,230.39,53.25,128.22,75.18,126.8,18.75,74.3,5.65,13.72,24.61,0.0745,47.55,50.865,0,none
B102383,M1,Day,5.4,213.43,59.54,104.27,79.95,146.7,22.24,48.2,6.17,16.94,25.94,0.0208,42.31,48.892,1,burn_mark
B102384,M1,Day,7.9,241.83,44.66,117.64,86.76,113.5,19.62,81.18,8.46,9.03,24.87,0.0443,57.12,49.682,0,none
B102385,M4,Night,2.5,222.67,59.27,122.23,67.53,144.4,14.65,72.36,5.01,17.88,30.54,0.0405,53.71,49.087,1,burn_mark
B102386,M5,Day,12.2,235.63,57.56,132.67,62.36,133.6,15.03,75.57,5.0,15.6,27.25,0.2266,37.21,50.53,0,none
B102387,M1,Day,7.7,226.92,37.11,116.08,52.88,140.7,12.4,38.6,5.24,21.37,31.73,0.005,56.71,48.958,0,none
B102388,M4,Evening,4.3,231.11,72.94,114.5,38.12,121.3,12.14,56.49,4.09,20.29,29.11,0.0443,68.74,49.555,1,flash
B102389,M1,Night,6.3,246.52,69.61,115.81,55.83,142.2,17.49,63.93,2.92,20.7,28.05,0.0141,53.24,49.619,0,none
B102390,M3,Evening,4.9,240.32,46.99,103.8,61.69,83.4,12.77,78.08,5.7,16.95,29.29,0.005,47.44,49.562,0,none
B102391,M4,Day,12.2,246.3,43.78,129.48,58.36,120.8,15.46,58.69,6.29,24.02,37.58,0.0194,33.31,50.06,0,none
B102392,M2,Night,6.2,238.3,57.28,124.22,68.97,137.8,10.15,100.58,5.5,18.88,30.55,0.0055,70.51,50.658,0,none
B102393,M1,Evening,7.6,238.96,40.74,126.53,38.19,127.4,19.48,66.84,5.41,13.33,25.6,0.0114,44.83,50.175,0,none
B102394,M3,Evening,9.3,217.19,68.64,118.96,57.27,147.4,12.71,57.81,4.15,11.95,22.55,0.156,35.92,49.234,1,burn_mark
B102395,M5,Evening,4.0,231.82,50.32,117.11,89.92,116.1,18.35,67.76,5.88,12.52,23.63,0.3154,51.11,49.707,1,burn_mark
B102396,M2,Day,7.8,232.75,71.22,137.63,74.93,106.3,11.18,58.59,5.75,18.94,31.71,0.0789,60.08,50.117,0,none
B102397,M1,Day,8.1,247.24,46.76,135.33,69.24,79.0,10.97,55.79,6.21,9.34,22.5,0.0193,62.36,50.268,1,burn_mark
B102398,M1,Evening,0.8,229.94,53.88,141.22,65.86,113.2,19.31,82.13,5.99,16.78,27.77,0.021,43.28,50.727,1,short_shot
B102399,M3,Day,8.0,237.65,67.67,125.59,54.52,132.9,11.5,76.16,6.09,11.84,24.73,0.1392,49.01,50.072,0,none
B102400,M3,Evening,6.8,237.26,51.77,140.29,33.69,139.0,7.73,76.19,7.48,9.73,23.06,0.1227,50.0,51.532,1,short_shot
B102401,M4,Day,7.5,246.58,57.72,113.76,66.86,85.0,9.84,85.32,6.36,10.54,22.64,0.0982,59.77,50.936,1,burn_mark
B102402,M4,Day,7.1,233.66,65.93,116.99,23.27,149.4,17.43,75.84,6.22,15.88,28.49,0.1221,55.93,50.807,0,none
B102403,M5,Day,8.0,243.28,49.44,137.93,55.12,95.6,17.04,57.19,2.89,19.82,29.06,0.0288,52.71,49.837,1,burn_mark
B102404,M4,Evening,12.3,217.95,42.38,132.65,59.95,117.0,10.95,78.5,7.08,12.62,26.59,0.0769,59.15,50.063,1,burn_mark
B102405,M1,Evening,2.3,218.86,40.41,115.64,53.29,105.8,11.47,56.48,5.05,5.62,15.82,0.0385,36.38,49.672,1,burn_mark
B102406,M3,Day,5.6,212.17,60.83,104.31,92.57,130.4,16.69,64.26,5.62,31.77,43.96,0.0105,54.21,48.484,1,burn_mark
B102407,M2,Day,9.7,242.86,58.89,116.94,87.37,122.4,19.26,69.45,3.59,21.59,30.02,0.005,52.22,49.496,0,none
B102408,M2,Day,8.9,241.74,65.62,109.73,75.49,136.9,13.72,68.23,8.63,20.66,35.12,0.118,49.5,49.123,0,none
B102409,M5,Night,8.8,243.97,52.26,145.87,46.12,166.1,16.22,48.51,1.79,24.14,31.82,0.0153,47.5,50.493,0,none
B102410,M3,Day,18.0,228.23,40.69,131.4,88.82,129.9,17.49,58.39,7.73,16.46,31.16,0.0168,51.34,49.432,1,burn_mark
B102411,M5,Night,9.5,229.36,31.47,108.51,69.28,105.6,22.61,69.73,6.14,15.32,27.47,0.0063,44.3,48.636,0,none
B102412,M2,Day,11.5,233.79,83.68,104.33,45.87,131.5,9.38,62.67,2.64,22.78,31.16,0.0454,75.0,49.909,1,short_shot
B102413,M3,Day,5.8,249.44,60.27,108.33,60.49,168.6,11.33,83.52,8.55,22.75,38.73,0.0568,63.59,50.278,1,burn_mark
B102414,M2,Evening,3.0,251.94,56.37,111.62,74.38,136.4,11.97,85.57,6.27,19.08,30.92,0.0785,60.93,49.703,0,none
B102415,M1,Evening,5.7,242.94,57.79,117.5,51.02,143.6,17.31,56.56,1.96,20.41,27.9,0.0396,44.7,50.169,0,none
B102416,M1,Day,9.8,238.31,40.69,136.72,62.11,80.2,12.99,70.72,4.87,9.81,18.8,0.1071,40.43,50.589,1,short_shot
B102417,M3,Night,8.6,248.35,47.05,105.5,64.75,129.7,15.25,88.99,6.3,14.71,26.8,0.0372,47.88,50.503,1,burn_mark
B102418,M1,Day,8.6,232.44,72.43,154.34,43.49,113.3,14.49,68.39,8.07,24.52,37.65,0.0159,51.14,51.382,0,none
B102419,M5,Day,6.1,231.09,61.58,105.85,55.95,103.0,14.01,65.12,4.89,20.02,30.66,0.0152,35.52,49.188,0,none
B102420,M1,Day,5.5,233.71,47.36,98.86,44.62,119.4,14.43,80.32,1.53,8.69,16.46,0.0598,54.8,49.941,1,warpage
B102421,M1,Evening,6.3,225.21,42.73,145.32,73.03,122.7,18.12,66.71,7.69,13.34,25.95,0.0981,60.82,50.666,0,none
B102422,M4,Night,9.9,233.25,49.84,139.82,46.38,104.4,10.12,85.25,6.25,23.7,35.13,0.2469,27.64,51.379,1,burn_mark
B102423,M1,Day,10.4,223.83,51.85,117.26,64.38,124.7,13.41,62.86,2.15,18.28,24.83,0.1127,41.0,49.913,0,none
B102424,M5,Night,3.0,245.25,75.49,125.72,39.15,115.7,9.14,64.3,6.01,16.91,28.41,0.35,62.28,51.147,1,burn_mark
B102425,M4,Evening,10.0,240.44,53.12,126.1,43.0,137.6,14.91,79.48,6.17,17.06,28.29,0.0621,53.74,50.958,0,none
B102426,M1,Night,4.4,249.3,43.1,122.05,42.27,125.7,13.22,71.21,5.01,15.58,28.74,0.0852,41.34,50.203,0,none
B102427,M3,Night,8.9,218.71,54.41,100.55,55.66,129.4,18.28,71.3,4.26,13.38,25.14,0.0559,57.35,49.304,0,none
B102428,M3,Night,6.2,254.02,57.64,82.77,62.71,144.5,13.98,47.09,4.59,11.83,23.76,0.005,44.06,48.316,1,short_shot
B102429,M4,Evening,13.3,219.28,42.19,107.33,65.47,133.9,12.22,65.76,5.01,21.05,30.77,0.1066,47.64,49.668,1,burn_mark
B102430,M4,Day,5.3,223.02,59.02,147.24,33.42,119.8,13.01,80.37,6.03,17.19,29.04,0.0408,38.61,50.811,0,none
B102431,M4,Evening,7.7,228.79,67.09,147.83,57.47,67.8,20.89,60.6,6.68,19.54,31.01,0.1728,50.17,51.36,1,burn_mark
B102432,M3,Evening,9.4,248.08,56.39,116.07,48.74,132.8,7.72,78.41,2.28,18.73,28.85,0.005,60.18,50.257,0,none
B102433,M2,Evening,3.5,237.26,47.03,105.63,68.01,97.2,11.49,73.22,5.88,23.04,35.76,0.1359,45.22,49.572,1,burn_mark
B102434,M3,Evening,6.7,232.56,49.71,124.17,55.99,117.8,14.14,67.6,6.23,18.27,29.45,0.0361,56.45,49.918,0,none
B102435,M5,Day,5.9,227.07,38.41,126.58,58.79,129.3,11.45,86.29,5.75,20.12,32.24,0.0312,49.5,50.166,0,none
B102436,M3,Night,4.9,221.24,53.66,129.01,48.83,153.3,15.96,65.92,4.89,16.84,26.25,0.0164,60.79,49.908,0,none
B102437,M3,Day,5.2,246.33,58.11,82.09,85.87,166.1,13.77,66.76,7.63,11.26,24.76,0.148,45.37,48.79,1,burn_mark
B102438,M2,Night,11.4,242.99,46.03,167.37,40.75,97.0,15.02,67.47,7.52,14.87,28.21,0.0152,65.55,51.689,1,short_shot
B102439,M4,Day,4.6,248.52,74.4,136.99,54.0,87.1,14.47,70.97,4.95,18.95,30.64,0.2024,56.82,50.642,1,burn_mark
B102440,M5,Day,9.3,238.97,62.92,117.03,61.61,128.1,13.59,79.2,5.38,19.39,31.75,0.0183,52.44,50.246,0,none
B102441,M1,Night,8.3,208.58,37.07,109.22,56.23,126.1,8.84,52.33,6.66,23.26,35.93,0.0692,52.81,48.775,1,burn_mark
